param fP :=
WIND 1S 805 1.0
WIND 1S 806 1.0
WIND 1S 807 1.0
WIND 1S 808 1.0
WIND 1S 809 1.0
WIND 1S 810 1.0
WIND 1S 811 0.7079986572265625
WIND 1S 812 0.89841552734375
WIND 1S 813 1.0
WIND 1S 814 0.999007080078125
WIND 1S 815 1.0
WIND 1S 816 0.8285153198242188
WIND 1S 817 0.6706427001953125
WIND 1S 818 0.47537799072265624
WIND 1S 819 0.29556185913085936
WIND 1S 820 0.38386825561523436
WIND 1S 821 0.3281188659667969
WIND 1S 822 0.3566701354980469
WIND 1S 823 0.32549404907226565
WIND 1S 824 0.15399072265625
WIND 1S 825 0.10801630401611328
WIND 1S 826 0.0885479736328125
WIND 1S 827 0.0801710205078125
WIND 1S 828 0.06043074417114258
WIND 1S 829 0.017178434371948242
WIND 1S 830 0.0
WIND 1S 831 0.0
WIND 1S 832 0.0
WIND 1S 833 0.0
WIND 1S 834 0.0
WIND 1S 835 0.0
WIND 1S 836 0.004202236175537109
WIND 1S 837 0.0032206244468688965
WIND 1S 838 0.02990201187133789
WIND 1S 839 0.04080327987670898
WIND 1S 840 0.06412891387939453
WIND 1S 841 0.08727203369140625
WIND 1S 842 0.07614933013916016
WIND 1S 843 0.053759895324707034
WIND 1S 844 0.03813491439819336
WIND 1S 845 0.04131637191772461
WIND 1S 846 0.026282554626464845
WIND 1S 847 0.03628812789916992
WIND 1S 848 0.060079097747802734
WIND 1S 849 0.04686001968383789
WIND 1S 850 0.03617966842651367
WIND 1S 851 0.0747999267578125
WIND 1S 852 0.11649979400634766
WIND 1S 853 0.13055470275878905
WIND 1S 854 0.14313768005371094
WIND 1S 855 0.12803398132324217
WIND 1S 856 0.1033073501586914
WIND 1S 857 0.08327432250976563
WIND 1S 858 0.14675053405761718
WIND 1S 859 0.14788053894042968
WIND 1S 860 0.11958568572998046
WIND 1S 861 0.14510496520996094
WIND 1S 862 0.1510345458984375
WIND 1S 863 0.11383734130859376
WIND 1S 864 0.1204327163696289
WIND 1S 865 0.09415962219238282
WIND 1S 866 0.07439407348632812
WIND 1S 867 0.08671318054199219
WIND 1S 868 0.12128506469726562
WIND 1S 869 0.23613960266113282
WIND 1S 870 0.34552838134765623
WIND 1S 871 0.2707681884765625
WIND 1S 872 0.3307164611816406
WIND 1S 873 0.37137796020507813
WIND 1S 874 0.25171929931640624
WIND 1S 875 0.25216494750976565
WIND 1S 876 0.38657302856445314
WIND 1S 877 0.5393576049804687
WIND 1S 878 0.702247802734375
WIND 1S 879 0.95746923828125
WIND 1S 880 0.9845648803710938
WIND 1S 881 0.951311279296875
WIND 1S 882 0.9649344482421875
WIND 1S 883 1.0
WIND 1S 884 1.0
WIND 1S 885 1.0
WIND 1S 886 1.0
WIND 1S 887 1.0
WIND 1S 888 0.9671885375976562
WIND 1S 889 0.9567300415039063
WIND 1S 890 0.7556802978515625
WIND 1S 891 0.7571611938476562
WIND 1S 892 0.5044498596191406
WIND 1S 893 0.3954123840332031
WIND 1S 894 0.383205810546875
WIND 1S 895 0.29507537841796877
WIND 1S 896 0.22557652282714843
WIND 1S 897 0.09624551391601563
WIND 1S 898 0.04444785690307617
WIND 1S 899 0.021715696334838868
WIND 1S 900 0.0029188914299011232
WIND 1S 901 0.0008817992806434632
WIND 1S 902 0.0
WIND 1S 903 0.045455913543701175
WIND 1S 904 0.10579076385498047
WIND 1S 905 0.20457481384277343
WIND 1S 906 0.2805662841796875
WIND 1S 907 0.2998567199707031
WIND 1S 908 0.3156197814941406
WIND 1S 909 0.34623638916015625
WIND 1S 910 0.38580755615234374
WIND 1S 911 0.4348550109863281
WIND 1S 912 0.43672296142578126
WIND 1S 913 0.518265869140625
WIND 1S 914 0.4806556701660156
WIND 1S 915 0.5035622253417968
WIND 1S 916 0.3940733337402344
WIND 1S 917 0.30989166259765627
WIND 1S 918 0.33421328735351563
WIND 1S 919 0.2823091125488281
WIND 1S 920 0.15697183227539063
WIND 1S 921 0.21811001586914064
WIND 1S 922 0.281830078125
WIND 1S 923 0.05357199096679687
WIND 1S 924 0.03154452705383301
WIND 1S 925 0.5644349975585937
WIND 1S 926 0.055623611450195315
WIND 1S 927 0.044629749298095704
WIND 1S 928 0.01996262741088867
WIND 1S 929 0.009112349510192871
WIND 1S 930 0.0
WIND 1S 931 0.0
WIND 1S 932 0.1124147720336914
WIND 1S 933 0.02516078758239746
WIND 1S 934 0.04596704483032227
WIND 1S 935 0.13808615112304687
WIND 1S 936 0.025525426864624022
WIND 1S 937 0.0628384552001953
WIND 1S 938 0.06691007232666016
WIND 1S 939 0.07964654541015626
WIND 1S 940 0.017120893478393556
WIND 1S 941 0.02775546646118164
WIND 1S 942 0.15299922180175782
WIND 1S 943 0.15365084838867188
WIND 1S 944 0.3210536193847656
WIND 1S 945 0.4093348083496094
WIND 1S 946 0.5303724975585937
WIND 1S 947 0.9728019409179688
WIND 1S 948 1.0
WIND 1S 949 1.0
WIND 1S 950 1.0
WIND 1S 951 0.9805867309570313
WIND 1S 952 1.0
WIND 1S 953 0.5488966674804687
WIND 1S 954 0.26390045166015624
WIND 1S 955 0.15636859130859376
WIND 1S 956 0.9545284423828125
WIND 1S 957 1.0
WIND 1S 958 0.9607723388671875
WIND 1S 959 0.789823486328125
WIND 1S 960 0.2729318542480469
WIND 1S 961 0.07758374786376954
WIND 1S 962 0.19234434509277343
WIND 1S 963 0.1388458709716797
WIND 1S 964 0.041659523010253906
WIND 1S 965 0.03391217041015625
WIND 1S 966 0.017634651184082032
WIND 1S 967 0.03697512435913086
WIND 1S 968 0.13632765197753907
WIND 1S 969 0.013973337173461914
WIND 1S 970 0.022236785888671874
WIND 1S 971 0.04330453872680664
WIND 1S 972 0.0682778549194336
WIND 1S 973 0.0634256820678711
WIND 1S 974 0.04301996612548828
WIND 1S 975 0.10348158264160157
WIND 1S 976 0.0704542236328125
WIND 1S 977 0.10979025268554687
WIND 1S 978 0.15758766174316408
WIND 1S 979 0.12771975708007813
WIND 1S 980 0.08613033294677734
WIND 1S 981 0.1489888458251953
WIND 1S 982 0.14842506408691405
WIND 1S 983 0.15457695007324218
WIND 1S 984 0.1998040771484375
WIND 1S 985 0.21732716369628907
WIND 1S 986 0.30954217529296874
WIND 1S 987 0.30412692260742186
WIND 1S 988 0.3392987060546875
WIND 1S 989 0.38701156616210936
WIND 1S 990 0.39836474609375
WIND 1S 991 0.4975030517578125
WIND 1S 992 0.565332275390625
WIND 1S 993 0.6163364868164063
WIND 1S 994 0.6699253540039063
WIND 1S 995 0.6663534545898437
WIND 1S 996 0.6263463134765626
WIND 1S 997 0.631123779296875
WIND 1S 998 0.613438232421875
WIND 1S 999 0.5898970947265625
WIND 1S 1000 0.5516661376953125
WIND 1S 1001 0.5434722900390625
WIND 1S 1002 0.4457221984863281
WIND 1S 1003 0.544094482421875
WIND 1S 1004 0.5431168823242187
WIND 1S 1005 0.5182169799804688
WIND 1S 1006 0.4279354248046875
WIND 1S 1007 0.30213552856445314
WIND 1S 1008 0.18098985290527345
WIND 1S 1009 0.140801025390625
WIND 1S 1010 0.11881362152099609
WIND 1S 1011 0.10056864166259766
WIND 1S 1012 0.09897515869140625
WIND 1S 1013 0.08670164489746093
WIND 1S 1014 0.135949951171875
WIND 1S 1015 0.14394723510742188
WIND 1S 1016 0.08864065551757813
WIND 1S 1017 0.042287513732910155
WIND 1S 1018 0.055280017852783206
WIND 1S 1019 0.07146858978271485
WIND 1S 1020 0.002389155626296997
WIND 1S 1021 0.0
WIND 1S 1022 0.0
WIND 1S 1023 0.0
WIND 1S 1024 0.0
WIND 1S 1025 0.04142453384399414
WIND 1S 1026 0.07401007080078124
WIND 1S 1027 0.3877173767089844
WIND 1S 1028 0.109518798828125
WIND 1S 1029 0.015550710678100587
WIND 1S 1030 0.06934845733642578
WIND 1S 1031 0.1540191650390625
WIND 1S 1032 0.33472940063476564
WIND 1S 1033 0.4757347412109375
WIND 1S 1034 0.5938416748046875
WIND 1S 1035 0.8222761840820313
WIND 1S 1036 0.6253036499023438
WIND 1S 1037 0.11797930145263671
WIND 1S 1038 0.2867685546875
WIND 1S 1039 0.5027271118164063
WIND 1S 1040 0.693263671875
WIND 1S 1041 1.0
WIND 1S 1042 0.9677484130859375
WIND 1S 1043 0.976903564453125
WIND 1S 1044 0.9830401611328125
WIND 1S 1045 0.889162353515625
WIND 1S 1046 0.722694091796875
WIND 1S 1047 0.4148728332519531
WIND 1S 1048 0.1367818145751953
WIND 1S 1049 0.042325721740722654
WIND 1S 1050 0.020019662857055663
WIND 1S 1051 0.29255023193359375
WIND 1S 1052 0.5043948364257812
WIND 1S 1053 0.22511665344238282
WIND 1S 1054 0.06474577331542969
WIND 1S 1055 0.14001658630371094
WIND 1S 1056 0.15644395446777343
WIND 1S 1057 0.7167431030273438
WIND 1S 1058 0.1694039306640625
WIND 1S 1059 0.37061083984375
WIND 1S 1060 0.29694744873046874
WIND 1S 1061 0.1543341827392578
WIND 1S 1062 0.09775316619873047
WIND 1S 1063 0.052416816711425784
WIND 1S 1064 0.0569481201171875
WIND 1S 1065 0.031583593368530276
WIND 1S 1066 0.09062744903564453
WIND 1S 1067 0.013266868591308593
WIND 1S 1068 0.0
WIND 1S 1069 0.0
WIND 1S 1070 0.0
WIND 1S 1071 0.06361686325073242
WIND 1S 1072 0.0
WIND 1S 1073 0.04574130249023438
WIND 1S 1074 0.0
WIND 1S 1075 0.016082544326782227
WIND 1S 1076 0.0
WIND 1S 1077 0.0
WIND 1S 1078 0.3690619812011719
WIND 1S 1079 0.153800048828125
WIND 1S 1080 0.4069219055175781
WIND 1S 1081 0.3575889587402344
WIND 1S 1082 0.16115504455566407
WIND 1S 1083 0.25777813720703124
WIND 1S 1084 0.2685492248535156
WIND 1S 1085 0.2936723327636719
WIND 1S 1086 0.30174603271484374
WIND 1S 1087 0.26536065673828124
WIND 1S 1088 0.20579193115234376
WIND 1S 1089 0.11015502166748047
WIND 1S 1090 0.06106527709960938
WIND 1S 1091 0.02442115783691406
WIND 1S 1092 0.008791200637817383
WIND 1S 1093 0.0
WIND 1S 1094 0.0
WIND 1S 1095 0.13379031372070313
WIND 1S 1096 0.0950708770751953
WIND 1S 1097 0.10106268310546875
WIND 1S 1098 0.08134740447998047
WIND 1S 1099 0.07730340576171875
WIND 1S 1100 0.027738361358642577
WIND 1S 1101 0.13481230163574218
WIND 1S 1102 0.33422113037109374
WIND 1S 1103 0.28132598876953124
WIND 1S 1104 0.27644064331054685
WIND 1S 1105 0.2698239440917969
WIND 1S 1106 0.18610055541992188
WIND 1S 1107 0.09231733703613282
WIND 1S 1108 0.10214466094970703
WIND 1S 1109 0.09160819244384766
WIND 1S 1110 0.07677970886230469
WIND 1S 1111 0.06619807434082031
WIND 1S 1112 0.12741108703613283
WIND 1S 1113 0.21946406555175782
WIND 1S 1114 0.30906951904296875
WIND 1S 1115 0.20824943542480467
WIND 1S 1116 0.1531773681640625
WIND 1S 1117 0.63834765625
WIND 1S 1118 0.8151126098632813
WIND 1S 1119 0.661190673828125
WIND 1S 1120 0.4150898132324219
WIND 1S 1121 0.260777099609375
WIND 1S 1122 0.16024783325195313
WIND 1S 1123 0.24902362060546876
WIND 1S 1124 0.18828724670410157
WIND 1S 1125 0.14931330871582033
WIND 1S 1126 0.22830174255371094
WIND 1S 1127 0.40942605590820313
WIND 1S 1128 1.0
WIND 1S 1129 1.0
WIND 1S 1130 1.0
WIND 1S 1131 1.0
WIND 1S 1132 1.0
WIND 1S 1133 1.0
WIND 1S 1134 0.94261376953125
WIND 1S 1135 0.11992420959472656
WIND 1S 1136 0.3195862121582031
WIND 1S 1137 0.7023726196289063
WIND 1S 1138 0.9421669311523437
WIND 1S 1139 0.8342460327148438
WIND 1S 1140 0.7217490234375
WIND 1S 1141 0.4899787902832031
WIND 1S 1142 0.6210285034179688
WIND 1S 1143 0.9579534912109375
WIND 1S 1144 0.9531973266601562
WIND 1S 1145 0.9672409057617187
WIND 1S 1146 0.3398151550292969
WIND 1S 1147 0.08192549896240234
WIND 1S 1148 0.0166733455657959
WIND 1S 1149 0.0
WIND 1S 1150 0.0
WIND 1S 1151 0.02064857292175293
WIND 1S 1152 0.06933249664306641
WIND 1S 1153 0.0864005355834961
WIND 1S 1154 0.27645947265625
WIND 1S 1155 0.2464145965576172
WIND 1S 1156 0.357904296875
WIND 1S 1157 0.3862940673828125
WIND 1S 1158 0.286498046875
WIND 1S 1159 0.17753636169433593
WIND 1S 1160 0.17872984313964843
WIND 1S 1161 0.20549031066894533
WIND 1S 1162 0.12546794128417968
WIND 1S 1163 0.15586099243164062
WIND 1S 1164 0.1617944641113281
WIND 1S 1165 0.18785411071777344
WIND 1S 1166 0.24453196716308595
WIND 1S 1167 0.2376008758544922
WIND 1S 1168 0.24746009826660156
WIND 1S 1169 0.20068820190429687
WIND 1S 1170 0.2892843933105469
WIND 1S 1171 0.30253436279296875
WIND 1S 1172 0.24572906494140626
WIND 1S 1173 0.11258322143554687
WIND 1S 1174 0.10856800842285157
WIND 1S 1175 0.31408822631835936
WIND 1S 1176 0.30794219970703124
WIND 1S 1177 0.1844879150390625
WIND 1S 1178 0.10670804595947266
WIND 1S 1179 0.04862146377563477
WIND 1S 1180 0.017205766677856445
WIND 1S 1181 0.007442729949951172
WIND 1S 1182 0.0
WIND 1S 1183 0.0
WIND 1S 1184 0.0
WIND 1S 1185 0.0
WIND 1S 1186 0.0
WIND 1S 1187 0.0
WIND 1S 1188 0.0
WIND 1S 1189 0.0
WIND 1S 1190 0.03064175033569336
WIND 1S 1191 0.008979833602905274
WIND 1S 1192 0.015226221084594727
WIND 1S 1193 0.12376656341552734
WIND 1S 1194 0.07122997283935546
WIND 1S 1195 0.13746328735351562
WIND 1S 1196 0.291051513671875
WIND 1S 1197 0.3838085327148438
WIND 1S 1198 0.4768914489746094
WIND 1S 1199 0.8260870971679688
WIND 1S 1200 0.80813818359375
WIND 1S 1201 1.0
WIND 1S 1202 1.0
WIND 1S 1203 1.0
WIND 1S 1204 1.0
WIND 1S 1205 1.0
WIND 1S 1206 1.0
WIND 1S 1207 1.0
WIND 1S 1208 1.0
WIND 1S 1209 1.0
WIND 1S 1210 1.0
WIND 1S 1211 1.0
WIND 1S 1212 1.0
WIND 1S 1213 1.0
WIND 1S 1214 1.0
WIND 1S 1215 1.0
WIND 1S 1216 1.0
WIND 1S 1217 1.0
WIND 1S 1218 1.0
WIND 1S 1219 1.0
WIND 1S 1220 1.0
WIND 1S 1221 1.0
WIND 1S 1222 1.0
WIND 1S 1223 1.0
WIND 1S 1224 1.0
WIND 1S 1225 1.0
WIND 1S 1226 1.0
WIND 1S 1227 0.8456412963867187
WIND 1S 1228 1.0
WIND 1S 1229 1.0
WIND 1S 1230 1.0
WIND 1S 1231 1.0
WIND 1S 1232 1.0
WIND 1S 1233 1.0
WIND 1S 1234 1.0
WIND 1S 1235 1.0
WIND 1S 1236 1.0
WIND 1S 1237 1.0
WIND 1S 1238 1.0
WIND 1S 1239 1.0
WIND 1S 1240 1.0
WIND 1S 1241 1.0
WIND 1S 1242 1.0
WIND 1S 1243 1.0
WIND 1S 1244 1.0
WIND 1S 1245 1.0
WIND 1S 1246 1.0
WIND 1S 1247 1.0
WIND 1S 1248 1.0
WIND 1S 1249 1.0
WIND 1S 1250 1.0
WIND 1S 1251 1.0
WIND 1S 1252 1.0
WIND 1S 1253 1.0
WIND 1S 1254 1.0
WIND 1S 1255 1.0
WIND 1S 1256 1.0
WIND 1S 1257 1.0
WIND 1S 1258 1.0
WIND 1S 1259 1.0
WIND 1S 1260 1.0
WIND 1S 1261 1.0
WIND 1S 1262 1.0
WIND 1S 1263 1.0
WIND 1S 1264 1.0
WIND 1S 1265 1.0
WIND 1S 1266 1.0
WIND 1S 1267 1.0
WIND 1S 1268 1.0
WIND 1S 1269 1.0
WIND 1S 1270 1.0
WIND 1S 1271 1.0
WIND 1S 1272 1.0
WIND 1S 1273 1.0
WIND 1S 1274 1.0
WIND 1S 1275 1.0
WIND 1S 1276 1.0
WIND 1S 1277 1.0
WIND 1S 1278 1.0
WIND 1S 1279 1.0
WIND 1S 1280 1.0
WIND 1S 1281 1.0
WIND 1S 1282 1.0
WIND 1S 1283 1.0
WIND 1S 1284 1.0
WIND 1S 1285 1.0
WIND 1S 1286 1.0
WIND 1S 1287 1.0
WIND 1S 1288 1.0
WIND 1S 1289 0.9797896728515625
WIND 1S 1290 0.9025186767578125
WIND 1S 1291 0.462056640625
WIND 1S 1292 0.1585025634765625
WIND 1S 1293 1.0
WIND 1S 1294 0.9609273071289063
WIND 1S 1295 1.0
WIND 1S 1296 0.32247286987304685
WIND 1S 1297 0.8520240478515625
WIND 1S 1298 0.7189005126953125
WIND 1S 1299 0.9604711303710938
WIND 1S 1300 0.32520458984375
WIND 1S 1301 0.5744666137695312
WIND 1S 1302 0.9787985229492188
WIND 1S 1303 0.70210400390625
WIND 1S 1304 0.9849556884765625
WIND 1S 1305 0.9718170166015625
WIND 1S 1306 1.0
WIND 1S 1307 1.0
WIND 1S 1308 1.0
WIND 1S 1309 1.0
WIND 1S 1310 1.0
WIND 1S 1311 0.9941314697265625
WIND 1S 1312 1.0
WIND 1S 1313 1.0
WIND 1S 1314 0.8853789672851563
WIND 1S 1315 0.03704716873168945
WIND 1S 1316 0.06353768157958985
WIND 1S 1317 0.08018080139160157
WIND 1S 1318 0.3298179931640625
WIND 1S 1319 0.4787022705078125
WIND 1S 1320 0.3616270446777344
WIND 1S 1321 0.2625163269042969
WIND 1S 1322 0.30741281127929687
WIND 1S 1323 0.18925494384765626
WIND 1S 1324 0.18663430786132812
WIND 1S 1325 0.30359170532226565
WIND 1S 1326 0.41295083618164063
WIND 1S 1327 0.3632882385253906
WIND 1S 1328 0.6770575561523438
WIND 1S 1329 0.4124995422363281
WIND 1S 1330 0.19830735778808595
WIND 1S 1331 0.11024858856201172
WIND 1S 1332 0.22233216857910157
WIND 1S 1333 0.13854890441894532
WIND 1S 1334 0.8490869140625
WIND 1S 1335 1.0
WIND 1S 1336 1.0
WIND 1S 1337 1.0
WIND 1S 1338 0.768135009765625
WIND 1S 1339 0.951973876953125
WIND 1S 1340 1.0
WIND 1S 1341 1.0
WIND 1S 1342 1.0
WIND 1S 1343 0.6104089965820313
WIND 1S 1344 1.0
WIND 1S 1345 1.0
WIND 1S 1346 1.0
WIND 1S 1347 1.0
WIND 1S 1348 1.0
WIND 1S 1349 1.0
WIND 1S 1350 1.0
WIND 1S 1351 1.0
WIND 1S 1352 1.0
WIND 1S 1353 1.0
WIND 1S 1354 1.0
WIND 1S 1355 1.0
WIND 1S 1356 1.0
WIND 1S 1357 1.0
WIND 1S 1358 1.0
WIND 1S 1359 1.0
WIND 1S 1360 1.0
WIND 1S 1361 1.0
WIND 1S 1362 1.0
WIND 1S 1363 0.469408447265625
WIND 1S 1364 0.08707915496826171
WIND 1S 1365 0.0
WIND 1S 1366 0.0
WIND 1S 1367 0.004048213958740234
WIND 1S 1368 0.0
WIND 1S 1369 0.025879196166992188
WIND 1S 1370 0.13657305908203124
WIND 1S 1371 0.6027876586914063
WIND 1S 1372 0.28170358276367186
WIND 1S 1373 0.1362293243408203
WIND 1S 1374 0.29920010375976563
WIND 1S 1375 0.25699026489257815
WIND 1S 1376 0.47052362060546876
WIND 1S 1377 0.5167095947265625
WIND 1S 1378 0.41026309204101563
WIND 1S 1379 0.7252590942382813
WIND 1S 1380 0.8624851684570313
WIND 1S 1381 0.948635009765625
WIND 1S 1382 0.83840087890625
WIND 1S 1383 0.995675048828125
WIND 1S 1384 0.9561449584960937
WIND 1S 1385 0.7576345825195312
WIND 1S 1386 0.440399169921875
WIND 1S 1387 0.24341769409179687
WIND 1S 1388 0.1009849624633789
WIND 1S 1389 0.07987808990478516
WIND 1S 1390 0.10409807586669922
WIND 1S 1391 0.09367466735839844
WIND 1S 1392 0.1369384002685547
WIND 1S 1393 0.18354623413085938
WIND 1S 1394 0.20204510498046874
WIND 1S 1395 0.16205979919433594
WIND 1S 1396 0.24492613220214843
WIND 1S 1397 0.07952862548828125
WIND 1S 1398 0.08852600860595704
WIND 1S 1399 0.11883245849609375
WIND 1S 1400 0.019712709426879884
WIND 1S 1401 0.16006999206542968
WIND 1S 1402 0.075695068359375
WIND 1S 1403 0.20658204650878906
WIND 1S 1404 0.44985031127929687
WIND 1S 1405 0.6558195190429688
WIND 1S 1406 0.18689627075195311
WIND 1S 1407 0.07483740234375
WIND 1S 1408 1.0
WIND 1S 1409 1.0
WIND 1S 1410 0.9562940673828125
WIND 1S 1411 0.5228264770507812
WIND 1S 1412 0.24997396850585937
WIND 1S 1413 0.5703663940429687
WIND 1S 1414 1.0
WIND 1S 1415 1.0
WIND 1S 1416 1.0
WIND 1S 1417 0.051709556579589845
WIND 1S 1418 0.18927696228027344
WIND 1S 1419 1.0
WIND 1S 1420 1.0
WIND 1S 1421 1.0
WIND 1S 1422 1.0
WIND 1S 1423 1.0
WIND 1S 1424 1.0
WIND 1S 1425 1.0
WIND 1S 1426 1.0
WIND 1S 1427 1.0
WIND 1S 1428 1.0
WIND 1S 1429 1.0
WIND 1S 1430 1.0
WIND 1S 1431 0.9798484497070312
WIND 1S 1432 0.6169055786132812
WIND 1S 1433 0.7919608764648437
WIND 1S 1434 0.2278818817138672
WIND 1S 1435 0.30902987670898435
WIND 1S 1436 0.4043707275390625
WIND 1S 1437 0.1372213592529297
WIND 1S 1438 0.030782251358032225
WIND 1S 1439 0.011007706642150878
WIND 1S 1440 0.36343011474609377
WIND 1S 1441 0.788111083984375
WIND 1S 1442 0.5593475952148438
WIND 1S 1443 0.6093963623046875
WIND 1S 1444 0.965019775390625
WIND 1S 1445 1.0
WIND 1S 1446 0.6876278686523437
WIND 1S 1447 0.5834113159179688
WIND 1S 1448 0.4884171447753906
WIND 1S 1449 0.5900787353515625
WIND 1S 1450 0.66877783203125
WIND 1S 1451 0.6187564086914062
WIND 1S 1452 0.9055559692382813
WIND 1S 1453 0.9353804931640625
WIND 1S 1454 0.34228375244140624
WIND 1S 1455 0.991693115234375
WIND 1S 1456 1.0
WIND 1S 1457 1.0
WIND 1S 1458 1.0
WIND 1S 1459 1.0
WIND 1S 1460 0.9785219116210937
WIND 1S 1461 0.9472172241210938
WIND 1S 1462 0.8466093139648437
WIND 1S 1463 1.0
WIND 1S 1464 1.0
WIND 1S 1465 1.0
WIND 1S 1466 1.0
WIND 1S 1467 1.0
WIND 1S 1468 1.0
WIND 1S 1469 1.0
WIND 1S 1470 1.0
WIND 1S 1471 1.0
WIND 1S 1472 1.0
WIND 1S 1473 1.0
WIND 1S 1474 1.0
WIND 1S 1475 1.0
WIND 1S 1476 1.0
WIND 1S 1477 1.0
WIND 1S 1478 1.0
WIND 1S 1479 1.0
WIND 1S 1480 1.0
WIND 1S 1481 1.0
WIND 1S 1482 1.0
WIND 1S 1483 1.0
WIND 1S 1484 1.0
WIND 1S 1485 1.0
WIND 1S 1486 1.0
WIND 1S 1487 1.0
WIND 1S 1488 1.0
WIND 1S 1489 1.0
WIND 1S 1490 1.0
WIND 1S 1491 1.0
WIND 1S 1492 1.0
WIND 1S 1493 1.0
WIND 1S 1494 1.0
WIND 1S 1495 1.0
WIND 1S 1496 1.0
WIND 1S 1497 1.0
WIND 1S 1498 1.0
WIND 1S 1499 1.0
WIND 1S 1500 1.0
WIND 1S 1501 1.0
WIND 1S 1502 1.0
WIND 1S 1503 1.0
WIND 1S 1504 1.0
WIND 1S 1505 0.9958162841796875
WIND 1S 1506 0.1522808074951172
WIND 1S 1507 1.0
WIND 1S 1508 0.7926284790039062
WIND 1S 1509 0.5088690185546875
WIND 1S 1510 0.5670084228515625
WIND 1S 1511 0.8938207397460938
WIND 1S 1512 0.48808770751953123
WIND 1S 1513 0.830856201171875
WIND 1S 1514 0.6648223876953125
WIND 1S 1515 0.68296142578125
WIND 1S 1516 0.657220703125
WIND 1S 1517 0.5795816650390625
WIND 1S 1518 0.28630426025390626
WIND 1S 1519 0.2835797119140625
WIND 1S 1520 0.47263800048828125
WIND 1S 1521 0.4105655517578125
WIND 1S 1522 0.27464697265625
WIND 1S 1523 0.1055869140625
WIND 1S 1524 0.7759942626953125
WIND 1S 1525 0.964350830078125
WIND 1S 1526 1.0
WIND 1S 1527 1.0
WIND 1S 1528 1.0
WIND 1S 1529 0.9861202392578124
WIND 1S 1530 0.5844512329101562
WIND 1S 1531 0.44337966918945315
WIND 1S 1532 0.5534205322265625
WIND 1S 1533 0.9745883178710938
WIND 1S 1534 0.25142167663574216
WIND 1S 1535 0.12293279266357422
WIND 1S 1536 0.5330638427734375
WIND 1S 1537 0.9382965087890625
WIND 1S 1538 0.9764351196289063
WIND 1S 1539 1.0
WIND 1S 1540 0.43993099975585936
WIND 1S 1541 0.18489353942871095
WIND 1S 1542 0.3506031188964844
WIND 1S 1543 0.31448388671875
WIND 1S 1544 0.06973410034179688
WIND 1S 1545 0.1627278594970703
WIND 1S 1546 0.34488821411132814
WIND 1S 1547 0.5822705078125
WIND 1S 1548 0.2237200164794922
WIND 1S 1549 0.6780303955078125
WIND 1S 1550 0.8249476318359374
WIND 1S 1551 0.98248193359375
WIND 1S 1552 0.9534365234375
WIND 1S 1553 0.94485986328125
WIND 1S 1554 0.3672547912597656
WIND 1S 1555 0.789260009765625
WIND 1S 1556 0.7683024291992188
WIND 1S 1557 1.0
WIND 1S 1558 0.5124459838867188
WIND 1S 1559 0.2018548126220703
WIND 1S 1560 0.08814202117919921
WIND 1S 1561 1.0
WIND 1S 1562 0.9506668701171875
WIND 1S 1563 0.9820009765625
WIND 1S 1564 1.0
WIND 1S 1565 0.9881314697265625
WIND 1S 1566 0.9812050170898438
WIND 1S 1567 1.0
WIND 1S 1568 0.948626708984375
WIND 1S 1569 0.97086669921875
WIND 1S 1570 0.6225458984375
WIND 1S 1571 0.364553466796875
WIND 1S 1572 0.4576567077636719
WIND 1S 1573 0.3149647521972656
WIND 1S 1574 0.2722321472167969
WIND 1S 1575 0.2084498291015625
WIND 1S 1576 0.23862138366699218
WIND 1S 1577 0.1824456329345703
WIND 1S 1578 0.30109988403320315
WIND 1S 1579 0.2576182861328125
WIND 1S 1580 0.1483902130126953
WIND 1S 1581 0.22769064331054686
WIND 1S 1582 0.4070574645996094
WIND 1S 1583 0.38405136108398436
WIND 1S 1584 0.44096124267578124
WIND 1S 1585 0.6345079345703125
WIND 1S 1586 0.7012742919921875
WIND 1S 1587 0.46911346435546875
WIND 1S 1588 0.24492213439941407
WIND 1S 1589 0.35454400634765626
WIND 1S 1590 0.20661849975585939
WIND 1S 1591 0.19657929992675782
WIND 1S 1592 0.19665716552734375
WIND 1S 1593 0.07539335632324219
WIND 1S 1594 0.0640916748046875
WIND 1S 1595 0.04197621536254883
WIND 1S 1596 0.02734721565246582
WIND 1S 1597 0.023586093902587892
WIND 1S 1598 0.05722898864746094
WIND 1S 1599 0.04663689422607422
WIND 1S 1600 0.017019840240478517
WIND 1S 1601 0.010389278411865235
WIND 1S 1602 0.011039401054382324
WIND 1S 1603 0.0
WIND 1S 1604 0.017764900207519533
WIND 1S 1605 0.02806645202636719
WIND 1S 1606 0.04265485382080078
WIND 1S 1607 0.08224465179443359
WIND 1S 1608 0.020473848342895506
WIND 1S 1609 0.005604643344879151
WIND 1S 1610 0.05129924011230469
WIND 1S 1611 0.06064845657348633
WIND 1S 1612 0.029328567504882812
WIND 1S 1613 0.14634498596191406
WIND 1S 1614 0.07412867736816406
WIND 1S 1615 0.08621075439453126
WIND 1S 1616 0.0723147964477539
WIND 1S 1617 0.018138032913208008
WIND 1S 1618 0.011271364212036132
WIND 1S 1619 0.020324403762817383
WIND 1S 1620 0.03329497909545898
WIND 1S 1621 0.06493030548095703
