param be :=
BOILER 1W 1863 -0.11241747
BOILER 1W 1864 -0.11241747
BOILER 1W 1865 -0.11241747
BOILER 1W 1866 -0.11241747
BOILER 1W 1867 -0.11241747
BOILER 1W 1868 -0.11241747
BOILER 1W 1869 -0.11241747
BOILER 1W 1870 -0.09583407000000001
BOILER 1W 1871 -0.09583407000000001
BOILER 1W 1872 -0.09583407000000001
BOILER 1W 1873 -0.09583407000000001
BOILER 1W 1874 -0.09583407000000001
BOILER 1W 1875 -0.09583407000000001
BOILER 1W 1876 -0.09583407000000001
BOILER 1W 1877 -0.09583407000000001
BOILER 1W 1878 -0.09583407000000001
BOILER 1W 1879 -0.09583407000000001
BOILER 1W 1880 -0.09583407000000001
BOILER 1W 1881 -0.11241747
BOILER 1W 1882 -0.11241747
BOILER 1W 1883 -0.11241747
BOILER 1W 1884 -0.11241747
BOILER 1W 1885 -0.11241747
BOILER 1W 1886 -0.11241747
BOILER 1W 1887 -0.11241747
BOILER 1W 1888 -0.11241747
BOILER 1W 1889 -0.11241747
BOILER 1W 1890 -0.11241747
BOILER 1W 1891 -0.11241747
BOILER 1W 1892 -0.11241747
BOILER 1W 1893 -0.11241747
BOILER 1W 1894 -0.09583407000000001
BOILER 1W 1895 -0.09583407000000001
BOILER 1W 1896 -0.09583407000000001
BOILER 1W 1897 -0.09583407000000001
BOILER 1W 1898 -0.09583407000000001
BOILER 1W 1899 -0.09583407000000001
BOILER 1W 1900 -0.09583407000000001
BOILER 1W 1901 -0.09583407000000001
BOILER 1W 1902 -0.09583407000000001
BOILER 1W 1903 -0.09583407000000001
BOILER 1W 1904 -0.09583407000000001
BOILER 1W 1905 -0.11241747
BOILER 1W 1906 -0.11241747
BOILER 1W 1907 -0.11241747
BOILER 1W 1908 -0.11241747
BOILER 1W 1909 -0.11241747
BOILER 1W 1910 -0.11241747
BOILER 1W 1911 -0.11241747
BOILER 1W 1912 -0.11241747
BOILER 1W 1913 -0.11241747
BOILER 1W 1914 -0.11241747
BOILER 1W 1915 -0.11241747
BOILER 1W 1916 -0.11241747
BOILER 1W 1917 -0.11241747
BOILER 1W 1918 -0.09583407000000001
BOILER 1W 1919 -0.09583407000000001
BOILER 1W 1920 -0.09583407000000001
BOILER 1W 1921 -0.09583407000000001
BOILER 1W 1922 -0.09583407000000001
BOILER 1W 1923 -0.09583407000000001
BOILER 1W 1924 -0.09583407000000001
BOILER 1W 1925 -0.09583407000000001
BOILER 1W 1926 -0.09583407000000001
BOILER 1W 1927 -0.09583407000000001
BOILER 1W 1928 -0.09583407000000001
BOILER 1W 1929 -0.11241747
BOILER 1W 1930 -0.11241747
BOILER 1W 1931 -0.11241747
BOILER 1W 1932 -0.11241747
BOILER 1W 1933 -0.11241747
BOILER 1W 1934 -0.11241747
BOILER 1W 1935 -0.11241747
BOILER 1W 1936 -0.11241747
BOILER 1W 1937 -0.11241747
BOILER 1W 1938 -0.11241747
BOILER 1W 1939 -0.11241747
BOILER 1W 1940 -0.11241747
BOILER 1W 1941 -0.11241747
BOILER 1W 1942 -0.09583407000000001
BOILER 1W 1943 -0.09583407000000001
BOILER 1W 1944 -0.09583407000000001
BOILER 1W 1945 -0.09583407000000001
BOILER 1W 1946 -0.09583407000000001
BOILER 1W 1947 -0.09583407000000001
BOILER 1W 1948 -0.09583407000000001
BOILER 1W 1949 -0.09583407000000001
BOILER 1W 1950 -0.09583407000000001
BOILER 1W 1951 -0.09583407000000001
BOILER 1W 1952 -0.09583407000000001
BOILER 1W 1953 -0.11241747
BOILER 1W 1954 -0.11241747
BOILER 1W 1955 -0.11241747
BOILER 1W 1956 -0.11241747
BOILER 1W 1957 -0.11241747
BOILER 1W 1958 -0.11241747
BOILER 1W 1959 -0.11241747
BOILER 1W 1960 -0.11241747
BOILER 1W 1961 -0.11241747
BOILER 1W 1962 -0.11241747
BOILER 1W 1963 -0.11241747
BOILER 1W 1964 -0.11241747
BOILER 1W 1965 -0.11241747
BOILER 1W 1966 -0.09583407000000001
BOILER 1W 1967 -0.09583407000000001
BOILER 1W 1968 -0.09583407000000001
BOILER 1W 1969 -0.09583407000000001
BOILER 1W 1970 -0.09583407000000001
BOILER 1W 1971 -0.09583407000000001
BOILER 1W 1972 -0.09583407000000001
BOILER 1W 1973 -0.09583407000000001
BOILER 1W 1974 -0.09583407000000001
BOILER 1W 1975 -0.09583407000000001
BOILER 1W 1976 -0.09583407000000001
BOILER 1W 1977 -0.09583407000000001
BOILER 1W 1978 -0.09583407000000001
BOILER 1W 1979 -0.09583407000000001
BOILER 1W 1980 -0.09583407000000001
BOILER 1W 1981 -0.09583407000000001
BOILER 1W 1982 -0.09583407000000001
BOILER 1W 1983 -0.09583407000000001
BOILER 1W 1984 -0.09583407000000001
BOILER 1W 1985 -0.09583407000000001
BOILER 1W 1986 -0.09583407000000001
BOILER 1W 1987 -0.09583407000000001
BOILER 1W 1988 -0.09583407000000001
BOILER 1W 1989 -0.09583407000000001
BOILER 1W 1990 -0.09583407000000001
BOILER 1W 1991 -0.09583407000000001
BOILER 1W 1992 -0.09583407000000001
BOILER 1W 1993 -0.09583407000000001
BOILER 1W 1994 -0.09583407000000001
BOILER 1W 1995 -0.09583407000000001
BOILER 1W 1996 -0.09583407000000001
BOILER 1W 1997 -0.09583407000000001
BOILER 1W 1998 -0.09583407000000001
BOILER 1W 1999 -0.09583407000000001
BOILER 1W 2000 -0.09583407000000001
BOILER 1W 2001 -0.09583407000000001
BOILER 1W 2002 -0.09583407000000001
BOILER 1W 2003 -0.09583407000000001
BOILER 1W 2004 -0.09583407000000001
BOILER 1W 2005 -0.09583407000000001
BOILER 1W 2006 -0.09583407000000001
BOILER 1W 2007 -0.09583407000000001
BOILER 1W 2008 -0.09583407000000001
BOILER 1W 2009 -0.09583407000000001
BOILER 1W 2010 -0.09583407000000001
BOILER 1W 2011 -0.09583407000000001
BOILER 1W 2012 -0.09583407000000001
BOILER 1W 2013 -0.09583407000000001
BOILER 1W 2014 -0.09583407000000001
BOILER 1W 2015 -0.09583407000000001
BOILER 1W 2016 -0.09583407000000001
BOILER 1W 2017 -0.09583407000000001
BOILER 1W 2018 -0.09583407000000001
BOILER 1W 2019 -0.09583407000000001
BOILER 1W 2020 -0.09583407000000001
BOILER 1W 2021 -0.09583407000000001
BOILER 1W 2022 -0.09583407000000001
BOILER 1W 2023 -0.09583407000000001
BOILER 1W 2024 -0.09583407000000001
BOILER 1W 2025 -0.11241747
BOILER 1W 2026 -0.11241747
BOILER 1W 2027 -0.11241747
BOILER 1W 2028 -0.11241747
BOILER 1W 2029 -0.11241747
BOILER 1W 2030 -0.11241747
BOILER 1W 2031 -0.11241747
BOILER 1W 2032 -0.11241747
BOILER 1W 2033 -0.11241747
BOILER 1W 2034 -0.11241747
BOILER 1W 2035 -0.11241747
BOILER 1W 2036 -0.11241747
BOILER 1W 2037 -0.11241747
BOILER 1W 2038 -0.09583407000000001
BOILER 1W 2039 -0.09583407000000001
BOILER 1W 2040 -0.09583407000000001
BOILER 1W 2041 -0.09583407000000001
BOILER 1W 2042 -0.09583407000000001
BOILER 1W 2043 -0.09583407000000001
BOILER 1W 2044 -0.09583407000000001
BOILER 1W 2045 -0.09583407000000001
BOILER 1W 2046 -0.09583407000000001
BOILER 1W 2047 -0.09583407000000001
BOILER 1W 2048 -0.09583407000000001
BOILER 1W 2049 -0.11241747
BOILER 1W 2050 -0.11241747
BOILER 1W 2051 -0.11241747
BOILER 1W 2052 -0.11241747
BOILER 1W 2053 -0.11241747
BOILER 1W 2054 -0.11241747
BOILER 1W 2055 -0.11241747
BOILER 1W 2056 -0.11241747
BOILER 1W 2057 -0.11241747
BOILER 1W 2058 -0.11241747
BOILER 1W 2059 -0.11241747
BOILER 1W 2060 -0.11241747
BOILER 1W 2061 -0.11241747
BOILER 1W 2062 -0.09583407000000001
BOILER 1W 2063 -0.09583407000000001
BOILER 1W 2064 -0.09583407000000001
BOILER 1W 2065 -0.09583407000000001
BOILER 1W 2066 -0.09583407000000001
BOILER 1W 2067 -0.09583407000000001
BOILER 1W 2068 -0.09583407000000001
BOILER 1W 2069 -0.09583407000000001
BOILER 1W 2070 -0.09583407000000001
BOILER 1W 2071 -0.09583407000000001
BOILER 1W 2072 -0.09583407000000001
BOILER 1W 2073 -0.11241747
BOILER 1W 2074 -0.11241747
BOILER 1W 2075 -0.11241747
BOILER 1W 2076 -0.11241747
BOILER 1W 2077 -0.11241747
BOILER 1W 2078 -0.11241747
BOILER 1W 2079 -0.11241747
BOILER 1W 2080 -0.11241747
BOILER 1W 2081 -0.11241747
BOILER 1W 2082 -0.11241747
BOILER 1W 2083 -0.11241747
BOILER 1W 2084 -0.11241747
BOILER 1W 2085 -0.11241747
BOILER 1W 2086 -0.09583407000000001
BOILER 1W 2087 -0.09583407000000001
BOILER 1W 2088 -0.09583407000000001
BOILER 1W 2089 -0.09583407000000001
BOILER 1W 2090 -0.09583407000000001
BOILER 1W 2091 -0.09583407000000001
BOILER 1W 2092 -0.09583407000000001
BOILER 1W 2093 -0.09583407000000001
BOILER 1W 2094 -0.09583407000000001
BOILER 1W 2095 -0.09583407000000001
BOILER 1W 2096 -0.09583407000000001
BOILER 1W 2097 -0.11241747
BOILER 1W 2098 -0.11241747
BOILER 1W 2099 -0.11241747
BOILER 1W 2100 -0.11241747
BOILER 1W 2101 -0.11241747
BOILER 1W 2102 -0.11241747
BOILER 1W 2103 -0.11241747
BOILER 1W 2104 -0.11241747
BOILER 1W 2105 -0.11241747
BOILER 1W 2106 -0.11241747
BOILER 1W 2107 -0.11241747
BOILER 1W 2108 -0.11241747
BOILER 1W 2109 -0.11241747
BOILER 1W 2110 -0.09583407000000001
BOILER 1W 2111 -0.09583407000000001
BOILER 1W 2112 -0.09583407000000001
BOILER 1W 2113 -0.09583407000000001
BOILER 1W 2114 -0.09583407000000001
BOILER 1W 2115 -0.09583407000000001
BOILER 1W 2116 -0.09583407000000001
BOILER 1W 2117 -0.09583407000000001
BOILER 1W 2118 -0.09583407000000001
BOILER 1W 2119 -0.09583407000000001
BOILER 1W 2120 -0.09583407000000001
BOILER 1W 2121 -0.11241747
BOILER 1W 2122 -0.11241747
BOILER 1W 2123 -0.11241747
BOILER 1W 2124 -0.11241747
BOILER 1W 2125 -0.11241747
BOILER 1W 2126 -0.11241747
BOILER 1W 2127 -0.11241747
BOILER 1W 2128 -0.11241747
BOILER 1W 2129 -0.11241747
BOILER 1W 2130 -0.11241747
BOILER 1W 2131 -0.11241747
BOILER 1W 2132 -0.11241747
BOILER 1W 2133 -0.11241747
BOILER 1W 2134 -0.09583407000000001
BOILER 1W 2135 -0.09583407000000001
BOILER 1W 2136 -0.09583407000000001
BOILER 1W 2137 -0.09583407000000001
BOILER 1W 2138 -0.09583407000000001
BOILER 1W 2139 -0.09583407000000001
BOILER 1W 2140 -0.09583407000000001
BOILER 1W 2141 -0.09583407000000001
BOILER 1W 2142 -0.09583407000000001
BOILER 1W 2143 -0.09583407000000001
BOILER 1W 2144 -0.09583407000000001
BOILER 1W 2145 -0.09583407000000001
BOILER 1W 2146 -0.09583407000000001
BOILER 1W 2147 -0.09583407000000001
BOILER 1W 2148 -0.09583407000000001
BOILER 1W 2149 -0.09583407000000001
BOILER 1W 2150 -0.09583407000000001
BOILER 1W 2151 -0.09583407000000001
BOILER 1W 2152 -0.09583407000000001
BOILER 1W 2153 -0.09583407000000001
BOILER 1W 2154 -0.09583407000000001
BOILER 1W 2155 -0.09583407000000001
BOILER 1W 2156 -0.09583407000000001
BOILER 1W 2157 -0.09583407000000001
BOILER 1W 2158 -0.09583407000000001
BOILER 1W 2159 -0.09583407000000001
BOILER 1W 2160 -0.09583407000000001
BOILER 1W 2161 -0.09583407000000001
BOILER 1W 2162 -0.09583407000000001
BOILER 1W 2163 -0.09583407000000001
BOILER 1W 2164 -0.09583407000000001
BOILER 1W 2165 -0.09583407000000001
BOILER 1W 2166 -0.09583407000000001
BOILER 1W 2167 -0.09583407000000001
BOILER 1W 2168 -0.09583407000000001
BOILER 1W 2169 -0.09583407000000001
BOILER 1W 2170 -0.09583407000000001
BOILER 1W 2171 -0.09583407000000001
BOILER 1W 2172 -0.09583407000000001
BOILER 1W 2173 -0.09583407000000001
BOILER 1W 2174 -0.09583407000000001
BOILER 1W 2175 -0.09583407000000001
BOILER 1W 2176 -0.09583407000000001
BOILER 1W 2177 -0.09583407000000001
BOILER 1W 2178 -0.09583407000000001
BOILER 1W 2179 -0.09583407000000001
BOILER 1W 2180 -0.09583407000000001
BOILER 1W 2181 -0.09583407000000001
BOILER 1W 2182 -0.09583407000000001
BOILER 1W 2183 -0.09583407000000001
BOILER 1W 2184 -0.09583407000000001
BOILER 1W 2185 -0.09583407000000001
BOILER 1W 2186 -0.09583407000000001
BOILER 1W 2187 -0.09583407000000001
BOILER 1W 2188 -0.09583407000000001
BOILER 1W 2189 -0.09583407000000001
BOILER 1W 2190 -0.09583407000000001
BOILER 1W 2191 -0.09583407000000001
BOILER 1W 2192 -0.09583407000000001
BOILER 1W 2193 -0.11241747
BOILER 1W 2194 -0.11241747
BOILER 1W 2195 -0.11241747
BOILER 1W 2196 -0.11241747
BOILER 1W 2197 -0.11241747
BOILER 1W 2198 -0.11241747
BOILER 1W 2199 -0.11241747
BOILER 1W 2200 -0.11241747
BOILER 1W 2201 -0.11241747
BOILER 1W 2202 -0.11241747
BOILER 1W 2203 -0.11241747
BOILER 1W 2204 -0.11241747
BOILER 1W 2205 -0.11241747
BOILER 1W 2206 -0.09583407000000001
BOILER 1W 2207 -0.09583407000000001
BOILER 1W 2208 -0.09583407000000001
BOILER 1W 2209 -0.09583407000000001
BOILER 1W 2210 -0.09583407000000001
BOILER 1W 2211 -0.09583407000000001
BOILER 1W 2212 -0.09583407000000001
BOILER 1W 2213 -0.09583407000000001
BOILER 1W 2214 -0.09583407000000001
BOILER 1W 2215 -0.09583407000000001
BOILER 1W 2216 -0.09583407000000001
BOILER 1W 2217 -0.11241747
BOILER 1W 2218 -0.11241747
BOILER 1W 2219 -0.11241747
BOILER 1W 2220 -0.11241747
BOILER 1W 2221 -0.11241747
BOILER 1W 2222 -0.11241747
BOILER 1W 2223 -0.11241747
BOILER 1W 2224 -0.11241747
BOILER 1W 2225 -0.11241747
BOILER 1W 2226 -0.11241747
BOILER 1W 2227 -0.11241747
BOILER 1W 2228 -0.11241747
BOILER 1W 2229 -0.11241747
BOILER 1W 2230 -0.09583407000000001
BOILER 1W 2231 -0.09583407000000001
BOILER 1W 2232 -0.09583407000000001
BOILER 1W 2233 -0.09583407000000001
BOILER 1W 2234 -0.09583407000000001
BOILER 1W 2235 -0.09583407000000001
BOILER 1W 2236 -0.09583407000000001
BOILER 1W 2237 -0.09583407000000001
BOILER 1W 2238 -0.09583407000000001
BOILER 1W 2239 -0.09583407000000001
BOILER 1W 2240 -0.09583407000000001
BOILER 1W 2241 -0.11241747
BOILER 1W 2242 -0.11241747
BOILER 1W 2243 -0.11241747
BOILER 1W 2244 -0.11241747
BOILER 1W 2245 -0.11241747
BOILER 1W 2246 -0.11241747
BOILER 1W 2247 -0.11241747
BOILER 1W 2248 -0.11241747
BOILER 1W 2249 -0.11241747
BOILER 1W 2250 -0.11241747
BOILER 1W 2251 -0.11241747
BOILER 1W 2252 -0.11241747
BOILER 1W 2253 -0.11241747
BOILER 1W 2254 -0.09583407000000001
BOILER 1W 2255 -0.09583407000000001
BOILER 1W 2256 -0.09583407000000001
BOILER 1W 2257 -0.09583407000000001
BOILER 1W 2258 -0.09583407000000001
BOILER 1W 2259 -0.09583407000000001
BOILER 1W 2260 -0.09583407000000001
BOILER 1W 2261 -0.09583407000000001
BOILER 1W 2262 -0.09583407000000001
BOILER 1W 2263 -0.09583407000000001
BOILER 1W 2264 -0.09583407000000001
BOILER 1W 2265 -0.11241747
BOILER 1W 2266 -0.11241747
BOILER 1W 2267 -0.11241747
BOILER 1W 2268 -0.11241747
BOILER 1W 2269 -0.11241747
BOILER 1W 2270 -0.11241747
BOILER 1W 2271 -0.11241747
BOILER 1W 2272 -0.11241747
BOILER 1W 2273 -0.11241747
BOILER 1W 2274 -0.11241747
BOILER 1W 2275 -0.11241747
BOILER 1W 2276 -0.11241747
BOILER 1W 2277 -0.11241747
BOILER 1W 2278 -0.09583407000000001
BOILER 1W 2279 -0.09583407000000001
BOILER 1W 2280 -0.09583407000000001
BOILER 1W 2281 -0.09583407000000001
BOILER 1W 2282 -0.09583407000000001
BOILER 1W 2283 -0.09583407000000001
BOILER 1W 2284 -0.09583407000000001
BOILER 1W 2285 -0.09583407000000001
BOILER 1W 2286 -0.09583407000000001
BOILER 1W 2287 -0.09583407000000001
BOILER 1W 2288 -0.09583407000000001
BOILER 1W 2289 -0.11241747
BOILER 1W 2290 -0.11241747
BOILER 1W 2291 -0.11241747
BOILER 1W 2292 -0.11241747
BOILER 1W 2293 -0.11241747
BOILER 1W 2294 -0.11241747
BOILER 1W 2295 -0.11241747
BOILER 1W 2296 -0.11241747
BOILER 1W 2297 -0.11241747
BOILER 1W 2298 -0.11241747
BOILER 1W 2299 -0.11241747
BOILER 1W 2300 -0.11241747
BOILER 1W 2301 -0.11241747
BOILER 1W 2302 -0.09583407000000001
BOILER 1W 2303 -0.09583407000000001
BOILER 1W 2304 -0.09583407000000001
BOILER 1W 2305 -0.09583407000000001
BOILER 1W 2306 -0.09583407000000001
BOILER 1W 2307 -0.09583407000000001
BOILER 1W 2308 -0.09583407000000001
BOILER 1W 2309 -0.09583407000000001
BOILER 1W 2310 -0.09583407000000001
BOILER 1W 2311 -0.09583407000000001
BOILER 1W 2312 -0.09583407000000001
BOILER 1W 2313 -0.09583407000000001
BOILER 1W 2314 -0.09583407000000001
BOILER 1W 2315 -0.09583407000000001
BOILER 1W 2316 -0.09583407000000001
BOILER 1W 2317 -0.09583407000000001
BOILER 1W 2318 -0.09583407000000001
BOILER 1W 2319 -0.09583407000000001
BOILER 1W 2320 -0.09583407000000001
BOILER 1W 2321 -0.09583407000000001
BOILER 1W 2322 -0.09583407000000001
BOILER 1W 2323 -0.09583407000000001
BOILER 1W 2324 -0.09583407000000001
BOILER 1W 2325 -0.09583407000000001
BOILER 1W 2326 -0.09583407000000001
BOILER 1W 2327 -0.09583407000000001
BOILER 1W 2328 -0.09583407000000001
BOILER 1W 2329 -0.09583407000000001
BOILER 1W 2330 -0.09583407000000001
BOILER 1W 2331 -0.09583407000000001
BOILER 1W 2332 -0.09583407000000001
BOILER 1W 2333 -0.09583407000000001
BOILER 1W 2334 -0.09583407000000001
BOILER 1W 2335 -0.09583407000000001
BOILER 1W 2336 -0.09583407000000001
BOILER 1W 2337 -0.09583407000000001
BOILER 1W 2338 -0.09583407000000001
BOILER 1W 2339 -0.09583407000000001
BOILER 1W 2340 -0.09583407000000001
BOILER 1W 2341 -0.09583407000000001
BOILER 1W 2342 -0.09583407000000001
BOILER 1W 2343 -0.09583407000000001
BOILER 1W 2344 -0.09583407000000001
BOILER 1W 2345 -0.09583407000000001
BOILER 1W 2346 -0.09583407000000001
BOILER 1W 2347 -0.09583407000000001
BOILER 1W 2348 -0.09583407000000001
BOILER 1W 2349 -0.09583407000000001
BOILER 1W 2350 -0.09583407000000001
BOILER 1W 2351 -0.09583407000000001
BOILER 1W 2352 -0.09583407000000001
BOILER 1W 2353 -0.09583407000000001
BOILER 1W 2354 -0.09583407000000001
BOILER 1W 2355 -0.09583407000000001
BOILER 1W 2356 -0.09583407000000001
BOILER 1W 2357 -0.09583407000000001
BOILER 1W 2358 -0.09583407000000001
BOILER 1W 2359 -0.09583407000000001
BOILER 1W 2360 -0.09583407000000001
BOILER 1W 2361 -0.11241747
BOILER 1W 2362 -0.11241747
BOILER 1W 2363 -0.11241747
BOILER 1W 2364 -0.11241747
BOILER 1W 2365 -0.11241747
BOILER 1W 2366 -0.11241747
BOILER 1W 2367 -0.11241747
BOILER 1W 2368 -0.11241747
BOILER 1W 2369 -0.11241747
BOILER 1W 2370 -0.11241747
BOILER 1W 2371 -0.11241747
BOILER 1W 2372 -0.11241747
BOILER 1W 2373 -0.11241747
BOILER 1W 2374 -0.09583407000000001
BOILER 1W 2375 -0.09583407000000001
BOILER 1W 2376 -0.09583407000000001
BOILER 1W 2377 -0.09583407000000001
BOILER 1W 2378 -0.09583407000000001
BOILER 1W 2379 -0.09583407000000001
BOILER 1W 2380 -0.09583407000000001
BOILER 1W 2381 -0.09583407000000001
BOILER 1W 2382 -0.09583407000000001
BOILER 1W 2383 -0.09583407000000001
BOILER 1W 2384 -0.09583407000000001
BOILER 1W 2385 -0.11241747
BOILER 1W 2386 -0.11241747
BOILER 1W 2387 -0.11241747
BOILER 1W 2388 -0.11241747
BOILER 1W 2389 -0.11241747
BOILER 1W 2390 -0.11241747
BOILER 1W 2391 -0.11241747
BOILER 1W 2392 -0.11241747
BOILER 1W 2393 -0.11241747
BOILER 1W 2394 -0.11241747
BOILER 1W 2395 -0.11241747
BOILER 1W 2396 -0.11241747
BOILER 1W 2397 -0.11241747
BOILER 1W 2398 -0.09583407000000001
BOILER 1W 2399 -0.09583407000000001
BOILER 1W 2400 -0.09583407000000001
BOILER 1W 2401 -0.09583407000000001
BOILER 1W 2402 -0.09583407000000001
BOILER 1W 2403 -0.09583407000000001
BOILER 1W 2404 -0.09583407000000001
BOILER 1W 2405 -0.09583407000000001
BOILER 1W 2406 -0.09583407000000001
BOILER 1W 2407 -0.09583407000000001
BOILER 1W 2408 -0.09583407000000001
BOILER 1W 2409 -0.11241747
BOILER 1W 2410 -0.11241747
BOILER 1W 2411 -0.11241747
BOILER 1W 2412 -0.11241747
BOILER 1W 2413 -0.11241747
BOILER 1W 2414 -0.11241747
BOILER 1W 2415 -0.11241747
BOILER 1W 2416 -0.11241747
BOILER 1W 2417 -0.11241747
BOILER 1W 2418 -0.11241747
BOILER 1W 2419 -0.11241747
BOILER 1W 2420 -0.11241747
BOILER 1W 2421 -0.11241747
BOILER 1W 2422 -0.09583407000000001
BOILER 1W 2423 -0.09583407000000001
BOILER 1W 2424 -0.09583407000000001
BOILER 1W 2425 -0.09583407000000001
BOILER 1W 2426 -0.09583407000000001
BOILER 1W 2427 -0.09583407000000001
BOILER 1W 2428 -0.09583407000000001
BOILER 1W 2429 -0.09583407000000001
BOILER 1W 2430 -0.09583407000000001
BOILER 1W 2431 -0.09583407000000001
BOILER 1W 2432 -0.09583407000000001
BOILER 1W 2433 -0.11241747
BOILER 1W 2434 -0.11241747
BOILER 1W 2435 -0.11241747
BOILER 1W 2436 -0.11241747
BOILER 1W 2437 -0.11241747
BOILER 1W 2438 -0.11241747
BOILER 1W 2439 -0.11241747
BOILER 1W 2440 -0.11241747
BOILER 1W 2441 -0.11241747
BOILER 1W 2442 -0.11241747
BOILER 1W 2443 -0.11241747
BOILER 1W 2444 -0.11241747
BOILER 1W 2445 -0.11241747
BOILER 1W 2446 -0.09583407000000001
BOILER 1W 2447 -0.09583407000000001
BOILER 1W 2448 -0.09583407000000001
BOILER 1W 2449 -0.09583407000000001
BOILER 1W 2450 -0.09583407000000001
BOILER 1W 2451 -0.09583407000000001
BOILER 1W 2452 -0.09583407000000001
BOILER 1W 2453 -0.09583407000000001
BOILER 1W 2454 -0.09583407000000001
BOILER 1W 2455 -0.09583407000000001
BOILER 1W 2456 -0.09583407000000001
BOILER 1W 2457 -0.11241747
BOILER 1W 2458 -0.11241747
BOILER 1W 2459 -0.11241747
BOILER 1W 2460 -0.11241747
BOILER 1W 2461 -0.11241747
BOILER 1W 2462 -0.11241747
BOILER 1W 2463 -0.11241747
BOILER 1W 2464 -0.11241747
BOILER 1W 2465 -0.11241747
BOILER 1W 2466 -0.11241747
BOILER 1W 2467 -0.11241747
BOILER 1W 2468 -0.11241747
BOILER 1W 2469 -0.11241747
BOILER 1W 2470 -0.09583407000000001
BOILER 1W 2471 -0.09583407000000001
BOILER 1W 2472 -0.09583407000000001
BOILER 1W 2473 -0.09583407000000001
BOILER 1W 2474 -0.09583407000000001
BOILER 1W 2475 -0.09583407000000001
BOILER 1W 2476 -0.09583407000000001
BOILER 1W 2477 -0.09583407000000001
BOILER 1W 2478 -0.09583407000000001
BOILER 1W 2479 -0.09583407000000001
BOILER 1W 2480 -0.09583407000000001
BOILER 1W 2481 -0.09583407000000001
BOILER 1W 2482 -0.09583407000000001
BOILER 1W 2483 -0.09583407000000001
BOILER 1W 2484 -0.09583407000000001
BOILER 1W 2485 -0.09583407000000001
BOILER 1W 2486 -0.09583407000000001
BOILER 1W 2487 -0.09583407000000001
BOILER 1W 2488 -0.09583407000000001
BOILER 1W 2489 -0.09583407000000001
BOILER 1W 2490 -0.09583407000000001
BOILER 1W 2491 -0.09583407000000001
BOILER 1W 2492 -0.09583407000000001
BOILER 1W 2493 -0.09583407000000001
BOILER 1W 2494 -0.09583407000000001
BOILER 1W 2495 -0.09583407000000001
BOILER 1W 2496 -0.09583407000000001
BOILER 1W 2497 -0.09583407000000001
BOILER 1W 2498 -0.09583407000000001
BOILER 1W 2499 -0.09583407000000001
BOILER 1W 2500 -0.09583407000000001
BOILER 1W 2501 -0.09583407000000001
BOILER 1W 2502 -0.09583407000000001
BOILER 1W 2503 -0.09583407000000001
BOILER 1W 2504 -0.09583407000000001
BOILER 1W 2505 -0.09583407000000001
BOILER 1W 2506 -0.09583407000000001
BOILER 1W 2507 -0.09583407000000001
BOILER 1W 2508 -0.09583407000000001
BOILER 1W 2509 -0.09583407000000001
BOILER 1W 2510 -0.09583407000000001
BOILER 1W 2511 -0.09583407000000001
BOILER 1W 2512 -0.09583407000000001
BOILER 1W 2513 -0.09583407000000001
BOILER 1W 2514 -0.09583407000000001
BOILER 1W 2515 -0.09583407000000001
BOILER 1W 2516 -0.09583407000000001
BOILER 1W 2517 -0.09583407000000001
BOILER 1W 2518 -0.09583407000000001
BOILER 1W 2519 -0.09583407000000001
BOILER 1W 2520 -0.09583407000000001
BOILER 1W 2521 -0.09583407000000001
BOILER 1W 2522 -0.09583407000000001
BOILER 1W 2523 -0.09583407000000001
BOILER 1W 2524 -0.09583407000000001
BOILER 1W 2525 -0.09583407000000001
BOILER 1W 2526 -0.09583407000000001
BOILER 1W 2527 -0.09583407000000001
BOILER 1W 2528 -0.09583407000000001
BOILER 1W 2529 -0.11241747
BOILER 1W 2530 -0.11241747
BOILER 1W 2531 -0.11241747
BOILER 1W 2532 -0.11241747
BOILER 1W 2533 -0.11241747
BOILER 1W 2534 -0.11241747
BOILER 1W 2535 -0.11241747
BOILER 1W 2536 -0.11241747
BOILER 1W 2537 -0.11241747
BOILER 1W 2538 -0.11241747
BOILER 1W 2539 -0.11241747
BOILER 1W 2540 -0.11241747
BOILER 1W 2541 -0.11241747
BOILER 1W 2542 -0.09583407000000001
BOILER 1W 2543 -0.09583407000000001
BOILER 1W 2544 -0.09583407000000001
BOILER 1W 2545 -0.09583407000000001
BOILER 1W 2546 -0.09583407000000001
BOILER 1W 2547 -0.09583407000000001
BOILER 1W 2548 -0.09583407000000001
BOILER 1W 2549 -0.09583407000000001
BOILER 1W 2550 -0.09583407000000001
BOILER 1W 2551 -0.09583407000000001
BOILER 1W 2552 -0.09583407000000001
BOILER 1W 2553 -0.11241747
BOILER 1W 2554 -0.11241747
BOILER 1W 2555 -0.11241747
BOILER 1W 2556 -0.11241747
BOILER 1W 2557 -0.11241747
BOILER 1W 2558 -0.11241747
BOILER 1W 2559 -0.11241747
BOILER 1W 2560 -0.11241747
BOILER 1W 2561 -0.11241747
BOILER 1W 2562 -0.11241747
BOILER 1W 2563 -0.11241747
BOILER 1W 2564 -0.11241747
BOILER 1W 2565 -0.11241747
BOILER 1W 2566 -0.09583407000000001
BOILER 1W 2567 -0.09583407000000001
BOILER 1W 2568 -0.09583407000000001
